Disease,County,Year,Cases,Population
Q Fever,Sierra,2010,0,3240
Q Fever,Sierra,2011,0,3237
Q Fever,Sierra,2012,0,3234
Q Fever,Sierra,2013,0,3230
Q Fever,Sierra,2014,0,3220
Q Fever,Sierra,2015,0,3213
Q Fever,Sierra,2016,0,3220
Q Fever,Sierra,2017,0,3233
Q Fever,Sierra,2018,0,3232
Q Fever,Sierra,2019,0,3233
Q Fever,Sierra,2020,0,3232
Q Fever,Sierra,2021,0,3213
Q Fever,Sierra,2022,0,3190
Q Fever,Siskiyou,2001,0,44275
Q Fever,Siskiyou,2002,0,44384
Q Fever,Siskiyou,2003,0,44597
Q Fever,Siskiyou,2004,0,44785
Q Fever,Siskiyou,2005,0,44945
Q Fever,Siskiyou,2006,0,44891
Q Fever,Siskiyou,2007,0,44862
Q Fever,Siskiyou,2008,0,45041
Q Fever,Siskiyou,2009,0,44950
Q Fever,Siskiyou,2010,0,44900
Q Fever,Siskiyou,2011,0,44912
Q Fever,Siskiyou,2012,0,44909
Q Fever,Siskiyou,2013,0,44820
Q Fever,Siskiyou,2014,0,44801
Q Fever,Siskiyou,2015,0,44655
Q Fever,Siskiyou,2016,0,44554
Q Fever,Siskiyou,2017,0,44390
Q Fever,Siskiyou,2018,1,44305
Q Fever,Siskiyou,2019,0,44193
Q Fever,Siskiyou,2020,0,44057
Q Fever,Siskiyou,2021,0,43616
Q Fever,Siskiyou,2022,0,43462
Q Fever,Solano,2001,0,402968
Q Fever,Solano,2002,0,406816
Q Fever,Solano,2003,0,408929
Q Fever,Solano,2004,1,411389
Q Fever,Solano,2005,0,410570
Q Fever,Solano,2006,1,411351
Q Fever,Solano,2007,0,412636
Q Fever,Solano,2008,0,413167
Q Fever,Solano,2009,0,412488
Q Fever,Solano,2010,0,413344
Q Fever,Solano,2011,1,416924
Q Fever,Solano,2012,1,420979
Q Fever,Solano,2013,1,425587
Q Fever,Solano,2014,2,431153
Q Fever,Solano,2015,1,435902
Q Fever,Solano,2016,0,441224
Q Fever,Solano,2017,1,445721
Q Fever,Solano,2018,3,449091
Q Fever,Solano,2019,3,451701
Q Fever,Solano,2020,0,452095
Q Fever,Solano,2021,1,448820
Q Fever,Solano,2022,2,445060
Q Fever,Sonoma,2001,0,465423
Q Fever,Sonoma,2002,1,465998
Q Fever,Sonoma,2003,0,468257
Q Fever,Sonoma,2004,0,469933
Q Fever,Sonoma,2005,0,469524
Q Fever,Sonoma,2006,1,469967
Q Fever,Sonoma,2007,2,472987
Q Fever,Sonoma,2008,3,476650
Q Fever,Sonoma,2009,2,480598
Q Fever,Sonoma,2010,2,483878
Q Fever,Sonoma,2011,0,487533
Q Fever,Sonoma,2012,0,490398
Q Fever,Sonoma,2013,1,494852
Q Fever,Sonoma,2014,0,498151
Q Fever,Sonoma,2015,3,500553
Q Fever,Sonoma,2016,1,501989
Q Fever,Sonoma,2017,0,501111
Q Fever,Sonoma,2018,1,496869
Q Fever,Sonoma,2019,1,492668
Q Fever,Sonoma,2020,2,488022
Q Fever,Sonoma,2021,2,483341
Q Fever,Sonoma,2022,0,480261
Q Fever,Stanislaus,2001,0,463128
Q Fever,Stanislaus,2002,2,473580
Q Fever,Stanislaus,2003,0,483007
Q Fever,Stanislaus,2004,0,490283
Q Fever,Stanislaus,2005,1,498020
Q Fever,Stanislaus,2006,1,503548
Q Fever,Stanislaus,2007,2,508372
Q Fever,Stanislaus,2008,1,510396
Q Fever,Stanislaus,2009,3,512052
Q Fever,Stanislaus,2010,2,514453
Q Fever,Stanislaus,2011,2,519341
Q Fever,Stanislaus,2012,2,523837
Q Fever,Stanislaus,2013,3,527012
Q Fever,Stanislaus,2014,5,530332
Q Fever,Stanislaus,2015,4,535436
Q Fever,Stanislaus,2016,3,540856
Q Fever,Stanislaus,2017,1,546499
Q Fever,Stanislaus,2018,1,549544
Q Fever,Stanislaus,2019,1,551566
Q Fever,Stanislaus,2020,0,553706
Q Fever,Stanislaus,2021,4,551845
Q Fever,Stanislaus,2022,5,548449
Q Fever,Sutter,2001,0,80240
Q Fever,Sutter,2002,0,81936
Q Fever,Sutter,2003,0,84108
Q Fever,Sutter,2004,0,86092
Q Fever,Sutter,2005,0,88106
Q Fever,Sutter,2006,0,90628
Q Fever,Sutter,2007,0,92502
Q Fever,Sutter,2008,0,93465
Q Fever,Sutter,2009,0,94372
Q Fever,Sutter,2010,0,94737
Q Fever,Sutter,2011,0,94528
Q Fever,Sutter,2012,0,94816
Q Fever,Sutter,2013,0,95909
Q Fever,Sutter,2014,1,95217
Q Fever,Sutter,2015,0,95844
Q Fever,Sutter,2016,0,96517
Q Fever,Sutter,2017,0,97771
Q Fever,Sutter,2018,0,99334
Q Fever,Sutter,2019,0,101046
Q Fever,Sutter,2020,0,99355
Q Fever,Sutter,2021,0,98855
Q Fever,Sutter,2022,0,99045
Q Fever,Tehama,2001,0,56465
Q Fever,Tehama,2002,0,57281
Q Fever,Tehama,2003,0,58415
Q Fever,Tehama,2004,0,59493
Q Fever,Tehama,2005,0,60461
Q Fever,Tehama,2006,0,61542
Q Fever,Tehama,2007,0,62011
Q Fever,Tehama,2008,0,62720
Q Fever,Tehama,2009,0,63122
Q Fever,Tehama,2010,0,63463
Q Fever,Tehama,2011,1,63251
Q Fever,Tehama,2012,0,63192
Q Fever,Tehama,2013,0,63021
Q Fever,Tehama,2014,0,63161
Q Fever,Tehama,2015,0,63509
Q Fever,Tehama,2016,0,63999
Q Fever,Tehama,2017,0,64141
Q Fever,Tehama,2018,0,64568
Q Fever,Tehama,2019,0,65312
Q Fever,Tehama,2020,0,65706
Q Fever,Tehama,2021,0,65204
Q Fever,Tehama,2022,0,64756
Q Fever,Trinity,2001,0,12963
Q Fever,Trinity,2002,0,13159
Q Fever,Trinity,2003,0,13388
Q Fever,Trinity,2004,0,13519
Q Fever,Trinity,2005,0,13789
Q Fever,Trinity,2006,0,13823
Q Fever,Trinity,2007,0,13787
Q Fever,Trinity,2008,0,13730
Q Fever,Trinity,2009,0,13771
Q Fever,Trinity,2010,0,13786
Q Fever,Trinity,2011,0,13877
Q Fever,Trinity,2012,0,13987
Q Fever,Trinity,2013,0,14058
Q Fever,Trinity,2014,0,14151
Q Fever,Trinity,2015,0,14228
Q Fever,Trinity,2016,0,14840
Q Fever,Trinity,2017,0,15498
Q Fever,Trinity,2018,0,15754
Q Fever,Trinity,2019,0,16054
Q Fever,Trinity,2020,0,16136
Q Fever,Trinity,2021,0,16011
Q Fever,Trinity,2022,0,15976
Q Fever,Tulare,2001,0,374152
Q Fever,Tulare,2002,1,381194
Q Fever,Tulare,2003,0,390370
Q Fever,Tulare,2004,0,399913
Q Fever,Tulare,2005,0,408403
Q Fever,Tulare,2006,0,416092
Q Fever,Tulare,2007,0,423608
Q Fever,Tulare,2008,0,431471
Q Fever,Tulare,2009,0,438408
Q Fever,Tulare,2010,0,442179
Q Fever,Tulare,2011,1,447272
Q Fever,Tulare,2012,0,451114
Q Fever,Tulare,2013,0,453765
Q Fever,Tulare,2014,0,456558
Q Fever,Tulare,2015,0,459935
Q Fever,Tulare,2016,1,462223
Q Fever,Tulare,2017,0,465343
Q Fever,Tulare,2018,0,467656
Q Fever,Tulare,2019,1,470619
Q Fever,Tulare,2020,1,472597
Q Fever,Tulare,2021,0,474800
Q Fever,Tulare,2022,1,474950
Q Fever,Tuolumne,2001,0,55326
Q Fever,Tuolumne,2002,0,55910
Q Fever,Tuolumne,2003,0,56442
Q Fever,Tuolumne,2004,0,56369
Q Fever,Tuolumne,2005,0,56452
Q Fever,Tuolumne,2006,0,56558
Q Fever,Tuolumne,2007,0,56133
Q Fever,Tuolumne,2008,0,56060
Q Fever,Tuolumne,2009,0,55258
Q Fever,Tuolumne,2010,0,55365
Q Fever,Tuolumne,2011,0,55353
Q Fever,Tuolumne,2012,0,54638
Q Fever,Tuolumne,2013,0,55321
Q Fever,Tuolumne,2014,0,55095
Q Fever,Tuolumne,2015,0,55104
Q Fever,Tuolumne,2016,0,55162
Q Fever,Tuolumne,2017,0,55032
Q Fever,Tuolumne,2018,0,55311
Q Fever,Tuolumne,2019,0,55316
Q Fever,Tuolumne,2020,1,55438
Q Fever,Tuolumne,2021,0,54705
Q Fever,Tuolumne,2022,0,53642
Q Fever,Ventura,2001,0,768991
Q Fever,Ventura,2002,0,779894
Q Fever,Ventura,2003,0,789367
Q Fever,Ventura,2004,0,795046
Q Fever,Ventura,2005,0,796867
Q Fever,Ventura,2006,0,801225
Q Fever,Ventura,2007,0,805911
Q Fever,Ventura,2008,0,812028
Q Fever,Ventura,2009,0,818546
Q Fever,Ventura,2010,0,823318
Q Fever,Ventura,2011,0,832547
Q Fever,Ventura,2012,0,837333
Q Fever,Ventura,2013,0,842775
Q Fever,Ventura,2014,1,846966
Q Fever,Ventura,2015,2,850038
Q Fever,Ventura,2016,1,850227
Q Fever,Ventura,2017,2,849979
Q Fever,Ventura,2018,1,849523
Q Fever,Ventura,2019,0,845474
Q Fever,Ventura,2020,0,844618
Q Fever,Ventura,2021,1,838630
Q Fever,Ventura,2022,0,829764
Q Fever,Yolo,2001,0,175102
Q Fever,Yolo,2002,0,179271
Q Fever,Yolo,2003,0,182331
Q Fever,Yolo,2004,0,185707
Q Fever,Yolo,2005,0,187354
Q Fever,Yolo,2006,0,190809
Q Fever,Yolo,2007,0,194854
Q Fever,Yolo,2008,0,197589
Q Fever,Yolo,2009,0,199697
Q Fever,Yolo,2010,2,200849
Q Fever,Yolo,2011,1,202754
Q Fever,Yolo,2012,0,205138
Q Fever,Yolo,2013,2,206723
Q Fever,Yolo,2014,2,207708
Q Fever,Yolo,2015,0,209893
Q Fever,Yolo,2016,1,213224
Q Fever,Yolo,2017,0,215072
Q Fever,Yolo,2018,0,216474
Q Fever,Yolo,2019,0,216073
Q Fever,Yolo,2020,0,218184
Q Fever,Yolo,2021,3,215580
Q Fever,Yolo,2022,0,222430
Q Fever,Yuba,2001,0,61426
Q Fever,Yuba,2002,0,62738
Q Fever,Yuba,2003,0,63962
Q Fever,Yuba,2004,0,65249
Q Fever,Yuba,2005,0,67712
Q Fever,Yuba,2006,0,69218
Q Fever,Yuba,2007,0,70221
Q Fever,Yuba,2008,0,71422
Q Fever,Yuba,2009,0,71796
Q Fever,Yuba,2010,0,72155
Q Fever,Yuba,2011,0,73140
Q Fever,Yuba,2012,0,73721
Q Fever,Yuba,2013,1,74137
Q Fever,Yuba,2014,0,74877
Q Fever,Yuba,2015,0,75748
Q Fever,Yuba,2016,0,76782
Q Fever,Yuba,2017,0,78181
Q Fever,Yuba,2018,0,79043
Q Fever,Yuba,2019,0,80250
Q Fever,Yuba,2020,0,81706
Q Fever,Yuba,2021,0,82211
Q Fever,Yuba,2022,0,82533
"Rabies, human",Alameda,2001,0,1465564
"Rabies, human",Alameda,2002,0,1468468
"Rabies, human",Alameda,2003,0,1467187
"Rabies, human",Alameda,2004,0,1465540
"Rabies, human",Alameda,2005,0,1459882
"Rabies, human",Alameda,2006,0,1464839
"Rabies, human",Alameda,2007,0,1476401
"Rabies, human",Alameda,2008,0,1491781
"Rabies, human",Alameda,2009,0,1503827
"Rabies, human",Alameda,2010,0,1510272
"Rabies, human",Alameda,2011,0,1535986
"Rabies, human",Alameda,2012,0,1560713
"Rabies, human",Alameda,2013,0,1584064
"Rabies, human",Alameda,2014,0,1608614
"Rabies, human",Alameda,2015,0,1630159
"Rabies, human",Alameda,2016,0,1647332
"Rabies, human",Alameda,2017,0,1659750
"Rabies, human",Alameda,2018,0,1669659
"Rabies, human",Alameda,2019,0,1678926
"Rabies, human",Alameda,2020,0,1676458
"Rabies, human",Alameda,2021,0,1654938
"Rabies, human",Alameda,2022,0,1638979
"Rabies, human",Alpine,2001,0,1237
"Rabies, human",Alpine,2002,0,1248
"Rabies, human",Alpine,2003,0,1249
"Rabies, human",Alpine,2004,0,1266
"Rabies, human",Alpine,2005,0,1208
"Rabies, human",Alpine,2006,0,1255
"Rabies, human",Alpine,2007,0,1248
"Rabies, human",Alpine,2008,0,1208
"Rabies, human",Alpine,2009,0,1180
"Rabies, human",Alpine,2010,0,1175
"Rabies, human",Alpine,2011,0,1181
"Rabies, human",Alpine,2012,0,1186
"Rabies, human",Alpine,2013,0,1193
"Rabies, human",Alpine,2014,0,1199
"Rabies, human",Alpine,2015,0,1201
"Rabies, human",Alpine,2016,0,1207
"Rabies, human",Alpine,2017,0,1211
"Rabies, human",Alpine,2018,0,1208
"Rabies, human",Alpine,2019,0,1205
"Rabies, human",Alpine,2020,0,1201
"Rabies, human",Alpine,2021,0,1181
"Rabies, human",Alpine,2022,0,1175
"Rabies, human",Amador,2001,0,35784
"Rabies, human",Amador,2002,0,36535
"Rabies, human",Amador,2003,0,36776
"Rabies, human",Amador,2004,0,37147
"Rabies, human",Amador,2005,0,37722
"Rabies, human",Amador,2006,0,37964
"Rabies, human",Amador,2007,0,38085
"Rabies, human",Amador,2008,0,37864
"Rabies, human",Amador,2009,0,37905
"Rabies, human",Amador,2010,0,38091
"Rabies, human",Amador,2011,0,37122
"Rabies, human",Amador,2012,0,36903
"Rabies, human",Amador,2013,0,36561
"Rabies, human",Amador,2014,0,36930
"Rabies, human",Amador,2015,0,36905
"Rabies, human",Amador,2016,0,37929
"Rabies, human",Amador,2017,0,38549
"Rabies, human",Amador,2018,0,40038
"Rabies, human",Amador,2019,0,40279
"Rabies, human",Amador,2020,0,40446
"Rabies, human",Amador,2021,0,40222
"Rabies, human",Amador,2022,0,40052
"Rabies, human",Butte,2001,0,205730
"Rabies, human",Butte,2002,0,208154
"Rabies, human",Butte,2003,0,210623
"Rabies, human",Butte,2004,0,212212
"Rabies, human",Butte,2005,0,213698
"Rabies, human",Butte,2006,0,215684
"Rabies, human",Butte,2007,0,217115
"Rabies, human",Butte,2008,0,218485
"Rabies, human",Butte,2009,0,219287
"Rabies, human",Butte,2010,0,220000
"Rabies, human",Butte,2011,0,222149
"Rabies, human",Butte,2012,0,224316
"Rabies, human",Butte,2013,0,225544
"Rabies, human",Butte,2014,0,227830
"Rabies, human",Butte,2015,0,229359
"Rabies, human",Butte,2016,0,230681
"Rabies, human",Butte,2017,0,233080
"Rabies, human",Butte,2018,0,234627
"Rabies, human",Butte,2019,0,226714
"Rabies, human",Butte,2020,0,210426
"Rabies, human",Butte,2021,0,206694
"Rabies, human",Butte,2022,0,206932
"Rabies, human",Calaveras,2001,0,41428
"Rabies, human",Calaveras,2002,0,42119
"Rabies, human",Calaveras,2003,0,43186
"Rabies, human",Calaveras,2004,0,43924
"Rabies, human",Calaveras,2005,0,44773
"Rabies, human",Calaveras,2006,0,45316
"Rabies, human",Calaveras,2007,0,45638
"Rabies, human",Calaveras,2008,0,45702
"Rabies, human",Calaveras,2009,0,45562
"Rabies, human",Calaveras,2010,0,45578
"Rabies, human",Calaveras,2011,0,45519
"Rabies, human",Calaveras,2012,0,45512
"Rabies, human",Calaveras,2013,0,45429
"Rabies, human",Calaveras,2014,0,45423
"Rabies, human",Calaveras,2015,0,45414
"Rabies, human",Calaveras,2016,0,45365
"Rabies, human",Calaveras,2017,0,45354
"Rabies, human",Calaveras,2018,0,45365
"Rabies, human",Calaveras,2019,0,45285
"Rabies, human",Calaveras,2020,0,45277
"Rabies, human",Calaveras,2021,0,45013
"Rabies, human",Calaveras,2022,0,44833
"Rabies, human",California,2001,1,34512742
"Rabies, human",California,2002,1,34938290
"Rabies, human",California,2003,1,35388928
"Rabies, human",California,2004,1,35752765
"Rabies, human",California,2005,0,35985582
"Rabies, human",California,2006,1,36246822
"Rabies, human",California,2007,0,36552529
"Rabies, human",California,2008,1,36856222
"Rabies, human",California,2009,0,37077204
"Rabies, human",California,2010,0,37253956
"Rabies, human",California,2011,1,37703593
"Rabies, human",California,2012,1,38055785
"Rabies, human",California,2013,0,38342642
"Rabies, human",California,2014,0,38644802
"Rabies, human",California,2015,0,38913507
"Rabies, human",California,2016,0,39127855
"Rabies, human",California,2017,0,39328926
"Rabies, human",California,2018,0,39476064
"Rabies, human",California,2019,0,39529566
"Rabies, human",California,2020,0,39520071
"Rabies, human",California,2021,0,39239553
"Rabies, human",California,2022,0,39028571
"Rabies, human",Colusa,2001,0,19068
"Rabies, human",Colusa,2002,0,19391
"Rabies, human",Colusa,2003,0,19685
"Rabies, human",Colusa,2004,0,20184
"Rabies, human",Colusa,2005,0,20565
"Rabies, human",Colusa,2006,0,20893
"Rabies, human",Colusa,2007,0,21119
"Rabies, human",Colusa,2008,0,21172
"Rabies, human",Colusa,2009,0,21270
"Rabies, human",Colusa,2010,0,21419
"Rabies, human",Colusa,2011,0,21356
"Rabies, human",Colusa,2012,0,21406
"Rabies, human",Colusa,2013,0,21464
"Rabies, human",Colusa,2014,0,21414
"Rabies, human",Colusa,2015,0,21455
"Rabies, human",Colusa,2016,0,21677
"Rabies, human",Colusa,2017,0,21792
"Rabies, human",Colusa,2018,0,21690
"Rabies, human",Colusa,2019,0,21745
"Rabies, human",Colusa,2020,0,21777
"Rabies, human",Colusa,2021,0,21867
"Rabies, human",Colusa,2022,0,21923
"Rabies, human",Contra Costa,2001,0,970496
"Rabies, human",Contra Costa,2002,0,978795
"Rabies, human",Contra Costa,2003,0,989705
"Rabies, human",Contra Costa,2004,0,998201
"Rabies, human",Contra Costa,2005,0,1004230
"Rabies, human",Contra Costa,2006,0,1010104
"Rabies, human",Contra Costa,2007,0,1021251
"Rabies, human",Contra Costa,2008,0,1033292
"Rabies, human",Contra Costa,2009,0,1043501
"Rabies, human",Contra Costa,2010,0,1049025
"Rabies, human",Contra Costa,2011,0,1068330
"Rabies, human",Contra Costa,2012,1,1082513
"Rabies, human",Contra Costa,2013,0,1098192
"Rabies, human",Contra Costa,2014,0,1112733
"Rabies, human",Contra Costa,2015,0,1128317
"Rabies, human",Contra Costa,2016,0,1141566
"Rabies, human",Contra Costa,2017,0,1149457
"Rabies, human",Contra Costa,2018,0,1158017
"Rabies, human",Contra Costa,2019,0,1162287
"Rabies, human",Contra Costa,2020,0,1165556
"Rabies, human",Contra Costa,2021,0,1160418
"Rabies, human",Contra Costa,2022,0,1149586
"Rabies, human",Del Norte,2001,0,27418
"Rabies, human",Del Norte,2002,0,27615
"Rabies, human",Del Norte,2003,0,27871
"Rabies, human",Del Norte,2004,0,28187
"Rabies, human",Del Norte,2005,0,28315
"Rabies, human",Del Norte,2006,0,28276
"Rabies, human",Del Norte,2007,0,28480
"Rabies, human",Del Norte,2008,0,28571
"Rabies, human",Del Norte,2009,0,28559
"Rabies, human",Del Norte,2010,0,28610
"Rabies, human",Del Norte,2011,0,28261
"Rabies, human",Del Norte,2012,0,28038
"Rabies, human",Del Norte,2013,0,27589
"Rabies, human",Del Norte,2014,0,27260
"Rabies, human",Del Norte,2015,0,27113
"Rabies, human",Del Norte,2016,0,27070
"Rabies, human",Del Norte,2017,0,26898
"Rabies, human",Del Norte,2018,0,27572
"Rabies, human",Del Norte,2019,0,27604
"Rabies, human",Del Norte,2020,0,27638
"Rabies, human",Del Norte,2021,0,27365
"Rabies, human",Del Norte,2022,0,26604
"Rabies, human",El Dorado,2001,0,161880
"Rabies, human",El Dorado,2002,0,164725
"Rabies, human",El Dorado,2003,0,167670
"Rabies, human",El Dorado,2004,0,170304
"Rabies, human",El Dorado,2005,0,173181
"Rabies, human",El Dorado,2006,0,175258
"Rabies, human",El Dorado,2007,0,177195
"Rabies, human",El Dorado,2008,0,178599
"Rabies, human",El Dorado,2009,0,179701
"Rabies, human",El Dorado,2010,0,181058
"Rabies, human",El Dorado,2011,0,180832
"Rabies, human",El Dorado,2012,0,180978
"Rabies, human",El Dorado,2013,0,181963
"Rabies, human",El Dorado,2014,0,181898
"Rabies, human",El Dorado,2015,0,182205
"Rabies, human",El Dorado,2016,0,182937
"Rabies, human",El Dorado,2017,0,184800
"Rabies, human",El Dorado,2018,0,187122
"Rabies, human",El Dorado,2019,0,187905
"Rabies, human",El Dorado,2020,0,191032
"Rabies, human",El Dorado,2021,0,191309
"Rabies, human",El Dorado,2022,0,189382
"Rabies, human",Fresno,2001,0,815003
"Rabies, human",Fresno,2002,0,828637
"Rabies, human",Fresno,2003,0,845917
"Rabies, human",Fresno,2004,0,860226
"Rabies, human",Fresno,2005,0,871910
"Rabies, human",Fresno,2006,0,886376
"Rabies, human",Fresno,2007,0,899826
"Rabies, human",Fresno,2008,0,913239
"Rabies, human",Fresno,2009,0,923895
"Rabies, human",Fresno,2010,0,930450
"Rabies, human",Fresno,2011,0,941793
"Rabies, human",Fresno,2012,0,949363
"Rabies, human",Fresno,2013,0,955481
"Rabies, human",Fresno,2014,0,963010
"Rabies, human",Fresno,2015,0,970859
"Rabies, human",Fresno,2016,0,977361
"Rabies, human",Fresno,2017,0,985393
"Rabies, human",Fresno,2018,0,993965
"Rabies, human",Fresno,2019,0,1001640
"Rabies, human",Fresno,2020,0,1007344
"Rabies, human",Fresno,2021,0,1010453
"Rabies, human",Fresno,2022,0,1012350
"Rabies, human",Glenn,2001,0,26611
"Rabies, human",Glenn,2002,1,26792
"Rabies, human",Glenn,2003,0,27156
"Rabies, human",Glenn,2004,0,27264
"Rabies, human",Glenn,2005,0,27525
"Rabies, human",Glenn,2006,0,27731
"Rabies, human",Glenn,2007,0,28013
"Rabies, human",Glenn,2008,0,28120
"Rabies, human",Glenn,2009,0,28056
"Rabies, human",Glenn,2010,0,28122
"Rabies, human",Glenn,2011,0,28219
"Rabies, human",Glenn,2012,0,28009
"Rabies, human",Glenn,2013,0,28014
"Rabies, human",Glenn,2014,0,28075
"Rabies, human",Glenn,2015,0,28001
"Rabies, human",Glenn,2016,0,28005
"Rabies, human",Glenn,2017,0,28072
"Rabies, human",Glenn,2018,0,28134
"Rabies, human",Glenn,2019,0,28525
"Rabies, human",Glenn,2020,0,28891
"Rabies, human",Glenn,2021,0,28734
"Rabies, human",Glenn,2022,0,28685
"Rabies, human",Humboldt,2001,0,127348
"Rabies, human",Humboldt,2002,0,128755
"Rabies, human",Humboldt,2003,0,130179
"Rabies, human",Humboldt,2004,0,131243
"Rabies, human",Humboldt,2005,0,131689
"Rabies, human",Humboldt,2006,0,132226
"Rabies, human",Humboldt,2007,0,132657
"Rabies, human",Humboldt,2008,0,133201
"Rabies, human",Humboldt,2009,0,133766
"Rabies, human",Humboldt,2010,0,134623
"Rabies, human",Humboldt,2011,1,135810
"Rabies, human",Humboldt,2012,0,135500
"Rabies, human",Humboldt,2013,0,135676
"Rabies, human",Humboldt,2014,0,135710
"Rabies, human",Humboldt,2015,0,136348
"Rabies, human",Humboldt,2016,0,137346
"Rabies, human",Humboldt,2017,0,137492
"Rabies, human",Humboldt,2018,0,137493
"Rabies, human",Humboldt,2019,0,136740
"Rabies, human",Humboldt,2020,0,136204
"Rabies, human",Humboldt,2021,0,134639
"Rabies, human",Humboldt,2022,0,134417
"Rabies, human",Imperial,2001,0,144726
"Rabies, human",Imperial,2002,0,147185
"Rabies, human",Imperial,2003,0,150909
"Rabies, human",Imperial,2004,0,153937
"Rabies, human",Imperial,2005,0,157657
"Rabies, human",Imperial,2006,0,162532
"Rabies, human",Imperial,2007,0,166894
"Rabies, human",Imperial,2008,0,170104
"Rabies, human",Imperial,2009,0,173241
"Rabies, human",Imperial,2010,0,174528
"Rabies, human",Imperial,2011,0,176872
"Rabies, human",Imperial,2012,0,177385
"Rabies, human",Imperial,2013,0,177312
"Rabies, human",Imperial,2014,0,178967
"Rabies, human",Imperial,2015,0,179952
"Rabies, human",Imperial,2016,0,180280
"Rabies, human",Imperial,2017,0,180627
"Rabies, human",Imperial,2018,0,180627
"Rabies, human",Imperial,2019,0,180809
"Rabies, human",Imperial,2020,0,180182
"Rabies, human",Imperial,2021,0,179340
"Rabies, human",Imperial,2022,0,179062
"Rabies, human",Inyo,2001,0,18207
"Rabies, human",Inyo,2002,0,18415
"Rabies, human",Inyo,2003,0,18507
"Rabies, human",Inyo,2004,0,18559
"Rabies, human",Inyo,2005,0,18463
"Rabies, human",Inyo,2006,0,18421
"Rabies, human",Inyo,2007,0,18447
"Rabies, human",Inyo,2008,0,18383
"Rabies, human",Inyo,2009,0,18448
"Rabies, human",Inyo,2010,0,18546
"Rabies, human",Inyo,2011,0,18624
"Rabies, human",Inyo,2012,0,18702
"Rabies, human",Inyo,2013,0,18761
"Rabies, human",Inyo,2014,0,18873
"Rabies, human",Inyo,2015,0,18911
"Rabies, human",Inyo,2016,0,18956
"Rabies, human",Inyo,2017,0,18945
"Rabies, human",Inyo,2018,0,18953
"Rabies, human",Inyo,2019,0,18947
"Rabies, human",Inyo,2020,0,18985
"Rabies, human",Inyo,2021,0,18879
"Rabies, human",Inyo,2022,0,18864
"Rabies, human",Kern,2001,0,679674
"Rabies, human",Kern,2002,0,696504
"Rabies, human",Kern,2003,0,717797
"Rabies, human",Kern,2004,0,740022
"Rabies, human",Kern,2005,0,761972
"Rabies, human",Kern,2006,0,786220
"Rabies, human",Kern,2007,0,805798
"Rabies, human",Kern,2008,0,819891
"Rabies, human",Kern,2009,0,831134
"Rabies, human",Kern,2010,0,839631
"Rabies, human",Kern,2011,0,850117
"Rabies, human",Kern,2012,0,858439
"Rabies, human",Kern,2013,0,867036
"Rabies, human",Kern,2014,0,872913
"Rabies, human",Kern,2015,0,878081
"Rabies, human",Kern,2016,0,880702
"Rabies, human",Kern,2017,0,888203
"Rabies, human",Kern,2018,0,895655
"Rabies, human",Kern,2019,0,903150
"Rabies, human",Kern,2020,0,905241
"Rabies, human",Kern,2021,0,908195
"Rabies, human",Kern,2022,0,908513
"Rabies, human",Kings,2001,0,132441
"Rabies, human",Kings,2002,0,134664
"Rabies, human",Kings,2003,0,138772
"Rabies, human",Kings,2004,0,142617
"Rabies, human",Kings,2005,0,144601
"Rabies, human",Kings,2006,0,147496
"Rabies, human",Kings,2007,0,150378
"Rabies, human",Kings,2008,0,151834
"Rabies, human",Kings,2009,0,151794
"Rabies, human",Kings,2010,0,152982
"Rabies, human",Kings,2011,0,151488
"Rabies, human",Kings,2012,0,149766
"Rabies, human",Kings,2013,0,149667
"Rabies, human",Kings,2014,0,148494
"Rabies, human",Kings,2015,0,148525
"Rabies, human",Kings,2016,0,147615
"Rabies, human",Kings,2017,0,148933
"Rabies, human",Kings,2018,0,151040
"Rabies, human",Kings,2019,0,151691
"Rabies, human",Kings,2020,0,152200
"Rabies, human",Kings,2021,0,151514
"Rabies, human",Kings,2022,0,151337
"Rabies, human",Lake,2001,0,60046
"Rabies, human",Lake,2002,0,61005
"Rabies, human",Lake,2003,0,61981
"Rabies, human",Lake,2004,0,62633
"Rabies, human",Lake,2005,0,63107
"Rabies, human",Lake,2006,0,63792
"Rabies, human",Lake,2007,0,63986
"Rabies, human",Lake,2008,0,64370
"Rabies, human",Lake,2009,0,64396
"Rabies, human",Lake,2010,0,64665
"Rabies, human",Lake,2011,0,66259
"Rabies, human",Lake,2012,0,67017
"Rabies, human",Lake,2013,0,67300
"Rabies, human",Lake,2014,0,67677
"Rabies, human",Lake,2015,0,66931
"Rabies, human",Lake,2016,0,66945
"Rabies, human",Lake,2017,0,67963
"Rabies, human",Lake,2018,0,68358
"Rabies, human",Lake,2019,0,68114
"Rabies, human",Lake,2020,0,67637
"Rabies, human",Lake,2021,0,67572
"Rabies, human",Lake,2022,0,67391
"Rabies, human",Lassen,2001,0,33650
"Rabies, human",Lassen,2002,0,33603
"Rabies, human",Lassen,2003,0,34053
"Rabies, human",Lassen,2004,0,34574
"Rabies, human",Lassen,2005,0,34528
"Rabies, human",Lassen,2006,0,35011
"Rabies, human",Lassen,2007,0,35749
"Rabies, human",Lassen,2008,0,35120
"Rabies, human",Lassen,2009,0,34773
"Rabies, human",Lassen,2010,0,34895
"Rabies, human",Lassen,2011,0,34813
